home_batting_batting_avg_10RA,home_team_win
0.151928743735554,1
0.2674973557258732,0
,1
0.21674646167761846,1
0.4277488200847645,0
0.3974086116863511,1
0.1670988479347606,0
0.141447580834284,0
0.3678958635169858,1
0.16737466801110978,1
0.24408329591134023,0
0.22005630259380898,0
0.288183861452064,1
0.09841964892380697,0
0.2992166645060324,1
0.39180027013391744,1
0.3287294126753979,0
0.42140495832873237,1
0.2330198461822219,1
0.3929954904647639,1
0.3976844317627006,1
0.13648281945999824,1
,1
0.18999191427174478,1
0.14641234220856958,1
0.27990925916158765,0
0.3836176078688909,1
0.2341231264876187,1
0.23936370793825373,1
0.35824216084476335,0
0.20736857908174533,1
0.19578413587507845,0
0.21178170030333265,1
0.36486184267714444,1
,0
0.24460428938888878,1
0.0424281734249172,1
0.261980954198889,0
0.1905435544244435,0
0.2286067249606345,1
0.25343053183206343,1
,1
0.09869546900015644,1
0.21288498060872924,1
0.21316080068507848,0
0.31824824977412797,1
-0.012735841844924656,0
0.2435010090834919,0
0.19688741618047534,0
0.25067233106857134,0
0.25453381213746035,1
0.16875376839285583,0
,1
0.2738412174819051,0
0.1632373668658714,0
0.30500888610936583,0
0.17537345022523693,1
0.1989560667530944,0
,0
0.1312422380093632,0
0.3210064505376198,0
0.3347974543550806,0
0.18668207335555453,0
0.4340926818407963,1
0.20433455824190405,0
,1
0.2219870431282535,1
0.23577804694571403,0
0.3643102025244458,1
0.2462592098469837,1
0.11083155235952166,0
0.37120570443317635,1
0.22667598442619008,0
0.1246225561769822,1
0.18640625327920535,1
0.1488947228957127,1
,0
0.26111409110179123,1
0.2953551834371434,1
0.23660550717476164,0
,0
0.1444816016741253,1
0.2948035432844451,1
0.32266137099571535,1
0.3080429069492071,0
0.2189530222884122,0
0.22364196358634872,0
0.2057136586236501,0
0.22971000526603136,0
0.049599495409996947,1
0.02587896884396479,1
0.06421795945650507,0
0.34031385588206486,0
0.3058363463384135,1
0.3676200434406366,1
0.21950466244111055,1
0.3557597801576206,1
0.361552001760954,0
0.2148157211431737,1
0.15827260549158584,0
0.18144149190491926,0
0.16378900701857008,0
0.14080400065613569,0
0.1670988479347606,0
0.4602955890939714,1
0.3022506853458737,1
0.2765994182453972,0
0.23246820602952348,0
0.22419360373904693,1
0.07938806365571136,1
,1
0.19854233663857057,0
0.28708058114666696,1
0.34362369679825533,1
0.18708048013250322,0
0.3502433786306361,1
0.23357148633492036,0
0.3080429069492071,0
0.40237337306063714,0
0.2286067249606345,0
0.16296154678952243,0
0.2956310035134926,0
0.1935775752642848,1
0.3841002930025019,0
0.3345216342787313,0
0.08711102579348926,0
0.2785301587798416,1
0.17096032900364955,1
0.3361765547368264,0
0.1585484255679351,0
0.1615824464077764,1
0.18061403167587187,1
,1
0.26170513412253976,1
0.25205143145031716,1
0.37423972527301763,0
0.14944636304841086,0
0.23688132725111083,1
0.26860063603127005,1
0.22033212267015795,0
0.35686306046301713,1
0.3827901476398432,0
0.41947421779428795,1
0.24184608862539667,1
0.23164074580047556,1
0.26777317580222243,1
0.3485884581725408,1
,0
0.23963952801460292,1
0.25508545229015844,1
0.30721544672015955,0
0.16195020650957526,1
0.22998582534238055,0
0.4054073939004784,0
0.23715714732745977,0
0.33700401496587423,0
0.36403438244809694,0
0.29701010389523863,0
0.2294341851896819,0
0.13427625884920458,0
0.11662377396285503,0
0.25425799206111105,0
0.21950466244111055,1
0.16599556762936374,1
0.08904176632793404,0
0.19605995595142742,0
0.20902349953984056,1
0.26005021366444425,0
0.08545610533539436,0
0.22446942381539642,0
0.3720331646622239,1
0.21978048251745982,0
0.17371852976714136,1
0.15496276457539507,0
0.14282668121602976,0
,0
0.3488642782488903,1
,1
0.28928714175746084,1
0.31438676870523896,1
0.12682911678777586,1
0.20047307717301505,1
0.16185826648412555,1
0.24377682915984109,0
0.19578413587507845,0
0.25149979129761896,0
0.3022506853458737,0
0.22667598442619008,1
0.43050702084825654,1
0.20157635747841193,1
0.22557270412079322,1
,1
0.14558488197952218,0
0.23439894656396798,1
0.1706845089273003,0
0.28597730084127004,0
0.4156127367253992,0
0.19137101465349113,1
0.18419969266841169,1
0.17868329114142745,1
0.29370026297904817,0
0.20700081897994618,1
0.2961826436661911,0
0.2145399010668248,1
0.2683248159549206,1
0.17537345022523693,0
0.16406482709491899,1
0.10429067626324029,0
0.25232725152666663,1
0.29149370236825445,0
0.3085945471019056,0
0.08545610533539436,0
0.19743905633317377,1
0.22446942381539642,0
0.3132834883998421,1
0.2294341851896819,0
0.18815311376275023,0
0.21619482152491978,1
0.26584243526777795,1
,0
0.22529688404444403,1
0.2526030716030158,1
0.23164074580047556,1
0.20985095976888796,1
0.23991534809095189,1
-0.10099826627667191,0
0.2302922920938797,0
0.20130053740206244,1
0.19081937450079267,0
0.08012358385930937,0
0.17275315949991937,0
0.24046698824365062,0
0.22446942381539642,0
0.23688132725111083,1
0.32762613237000104,1
,1
0.3138351285525403,0
0.21123006015063422,0
0.3356249145841282,1
0.22612434427349135,0
0.2145399010668248,1
0.2189530222884122,1
0.3695507839750811,1
0.3108011077126992,1
0.13979266037618848,0
0.21178170030333265,1
0.2564645526719048,1
0.3033539656512706,1
0.42416315909222474,0
0.24377682915984109,0
0.15054964335380794,1
0.23660550717476134,1
0.2743928576346034,1
0.30031994481142926,1
0.2048861983946024,1
0.3849967082506369,1
0.28404656030682585,1
